building_id,site_id,timestamp,is_tropical,meter,prediction_log,prediction_raw,predicted_peak,precool_start,setpoint_reduction_c
2,0,2016-11-08 03:00:00,0,0,2.2097678501327485,8.11360042630996,False,2016-11-08 02:30:00,0.0
2,0,2016-11-08 04:00:00,0,0,2.2849381528751476,8.825078552366275,False,2016-11-08 03:30:00,0.0
2,0,2016-11-08 05:00:00,0,0,2.3319354173617786,9.29785290171876,False,2016-11-08 04:30:00,0.0
2,0,2016-11-08 06:00:00,0,0,2.4308034360013835,10.368011881914656,False,2016-11-08 05:30:00,0.0
2,0,2016-11-08 07:00:00,0,0,2.34118236499423,9.393518232717968,False,2016-11-08 06:30:00,0.0
2,0,2016-11-08 08:00:00,0,0,2.758551014854581,14.77696578886314,False,2016-11-08 07:30:00,0.0
2,0,2016-11-08 09:00:00,0,0,2.9488982214481747,18.084914790455205,True,2016-11-08 08:30:00,1.0
2,0,2016-11-08 10:00:00,0,0,3.1852934668464474,23.174381744539705,True,2016-11-08 09:30:00,1.0
2,0,2016-11-08 11:00:00,0,0,3.428638989699649,29.834647905044957,True,2016-11-08 10:30:00,1.0
2,0,2016-11-08 12:00:00,0,0,3.425755228194615,29.745856222945726,True,2016-11-08 11:30:00,1.0
2,0,2016-11-08 13:00:00,0,0,3.4485390635250774,30.454405836486266,True,2016-11-08 12:30:00,1.0
2,0,2016-11-08 14:00:00,0,0,3.4815240312677767,31.509229423040853,True,2016-11-08 13:30:00,1.0
2,0,2016-11-08 15:00:00,0,0,3.5301200838181277,33.12806559712097,True,2016-11-08 14:30:00,1.0
2,0,2016-11-08 16:00:00,0,0,3.5587415408806073,34.118973531633664,True,2016-11-08 15:30:00,1.0
2,0,2016-11-08 17:00:00,0,0,3.504346020308969,32.25968557954586,True,2016-11-08 16:30:00,1.0
2,0,2016-11-08 18:00:00,0,0,3.159323000815715,22.554644055163113,True,2016-11-08 17:30:00,1.0
2,0,2016-11-08 19:00:00,0,0,2.9782418690055,18.653233294043773,True,2016-11-08 18:30:00,1.0
2,0,2016-11-08 20:00:00,0,0,2.7558962082133687,14.735136544154715,False,2016-11-08 19:30:00,0.0
2,0,2016-11-08 21:00:00,0,0,2.6585863818479387,13.27609388242577,False,2016-11-08 20:30:00,0.0
2,0,2016-11-08 22:00:00,0,0,2.493661106583346,11.105514669461005,False,2016-11-08 21:30:00,0.0
2,0,2016-11-08 23:00:00,0,0,2.4873844076122773,11.02976996003651,False,2016-11-08 22:30:00,0.0
2,0,2016-11-09 00:00:00,0,0,2.475484420081968,10.887464244955607,False,2016-11-08 23:30:00,0.0
2,0,2016-11-09 01:00:00,0,0,2.3416367064328045,9.398241511653096,False,2016-11-09 00:30:00,0.0
2,0,2016-11-09 02:00:00,0,0,2.3280086066512617,9.257494474461208,False,2016-11-09 01:30:00,0.0
2,0,2016-11-09 03:00:00,0,0,2.3020738252162465,8.994888628973001,False,2016-11-09 02:30:00,0.0
2,0,2016-11-09 04:00:00,0,0,2.3479113840908483,9.463692251756077,False,2016-11-09 03:30:00,0.0
2,0,2016-11-09 05:00:00,0,0,2.4299375690794047,10.35817295667211,False,2016-11-09 04:30:00,0.0
2,0,2016-11-09 06:00:00,0,0,2.5380812839162634,11.65536560720833,False,2016-11-09 05:30:00,0.0
2,0,2016-11-09 07:00:00,0,0,2.5725380196130456,12.099027877289158,False,2016-11-09 06:30:00,0.0
2,0,2016-11-09 08:00:00,0,0,2.653452398116389,13.202988470256383,False,2016-11-09 07:30:00,0.0
2,0,2016-11-09 09:00:00,0,0,3.225526025795771,24.16680906532689,True,2016-11-09 08:30:00,1.0
2,0,2016-11-09 10:00:00,0,0,3.3960968973957084,28.84737503350403,True,2016-11-09 09:30:00,1.0
2,0,2016-11-09 11:00:00,0,0,3.4799030088115637,31.45657392151743,True,2016-11-09 10:30:00,1.0
2,0,2016-11-09 12:00:00,0,0,3.442284532030292,30.258287218900023,True,2016-11-09 11:30:00,1.0
2,0,2016-11-09 13:00:00,0,0,3.4511295294988846,30.535993033336343,True,2016-11-09 12:30:00,1.0
2,0,2016-11-09 14:00:00,0,0,3.551289477273674,33.85823742471828,True,2016-11-09 13:30:00,1.0
2,0,2016-11-09 15:00:00,0,0,3.506956587508151,32.346625655855526,True,2016-11-09 14:30:00,1.0
2,0,2016-11-09 16:00:00,0,0,3.5424518078960086,33.55152913676226,True,2016-11-09 15:30:00,1.0
2,0,2016-11-09 17:00:00,0,0,3.397679362256752,28.89464484723414,True,2016-11-09 16:30:00,1.0
2,0,2016-11-09 18:00:00,0,0,3.0621045513226015,20.37248936513961,True,2016-11-09 17:30:00,1.0
